KAMANJE;45.6451472;15.4076505
KANFANAR;45.1171858;13.8368172
KARLOVAC;45.5001096;15.544881
KARLOVAC-CENTAR;45.48828;15.54905
KAŠTEL STARI;43.567407;16.3448661
KAŠTEL SUÆURAC;43.5486862;16.4338688
KISTANJE;43.9879608;15.9627705
KLOKOÈEVAC;45.9101782;16.7751026
KLOŠTAR;45.981549;17.1390729
KNEŽCI;45.3368607;17.9029598
KNIN;44.0365836;16.1983592
KOŠARE;45.2207489;15.3332701
ŠKODINOVAC;45.6350098;17.32271
KOŠKA;45.5414731;18.2953937
KOŽLOVAC;43.9975204;15.6874504
KOMIN;43.0404587;17.5428505
KONJŠÈINA;46.0505067;16.1789324
KOPRIVNICA;46.1652285;16.8165908
KOPRNO;43.6898994;16.1534309
KORENIÈANI;45.6544914;17.3637295
KOSOVO;43.949749;16.2145195
KOTORIBA;46.3539696;16.8134308
KRAJCAR BRIJEG;45.1598439;13.8622992
KRAPINA;46.1598206;15.8768396
KRIŽEVCI;46.0061521;16.5429551
ŠKRINJARI;45.9371028;16.593233
ŠKRLJEVO;45.3253098;14.5445404
KRNJEVO;45.3376198;14.4089098
KRUŠLJEVEC;46.2246818;16.3215223
KRVAVAC;43.0255013;17.5946693
KUKAÈA;45.2340698;15.3381596
KUKUNJEVAC;45.4352566;17.0826772
KULA NORINSKA;43.029451;17.6051511
KULJEVÈICA;46.2283592;16.0994301
KUPJAK;45.4003716;14.8954
KUPLJENOVO;45.9329006;15.8161609
KUSTOŠIJA;45.81057;15.9282616
KUTI;45.1640701;17.8196392
KUTINA;45.475363;16.773633
LABIN DALMATINSKI;43.5839497;16.2329677
LADUÈ;45.8815209;15.7098474
LATIN;45.1124496;15.3671103
LATINOVAC;45.3377114;17.9633187
LAZINA;45.6065062;15.6252846
LEKENIK;45.584487;16.2185385
LEPAVINA;46.0983009;16.6893291
LEPOGLAVA;46.2133091;16.0430103
LEPURI;43.9905586;15.7230597
LIÈ;45.2824707;14.7191696
LIÈKA JESENICA;44.9776281;15.4297427
LIÈKO LEŠÆE;44.7733295;15.3586783
LIPIK;45.4096108;17.1599776
LIPOVLJANI;45.3868326;16.8825544
LOKVE;45.3571896;14.7719916
LONDŽICA;45.4259605;18.0455494
LOVINAC;44.376139;15.6637534
LUDBREG;46.2564166;16.6106124
LUDINA;45.6006894;16.5695219
LUKA;45.9536976;15.8211066
LUPOGLAV;45.3558231;14.1055311
LJESKOVICA;45.3795319;18.0263691
LJUBOŠINA;45.3287315;15.1749802
MAÐAREVO;46.1695142;16.3098787
MACINEC;46.3879013;16.3299694
MAHIÈNO;45.5532799;15.5359497
MAJUR;45.2571182;16.5323105
MAJUREC;46.0267593;16.5903057
MAKSIMIR;45.8142081;16.0246231
MALA SUBOTICA;46.3775101;16.5397797
MANDALINA;43.7201004;15.9116402
MARTIJANEC;46.2618217;16.5367794
MASLENJAÈA;45.6425591;17.3016701
MAVRAÈIÆI;45.6971944;15.7982552
MEDAK;44.4559136;15.5180221
MEJA;45.3064384;14.6015902
MELNICE;45.2762909;14.62255
METKOVIÆ;43.0556966;17.6452696
MEÐURIÆ;45.4455753;16.9111635
MIHALJEVCI;45.3794403;17.6771507
MIKLEUŠ;45.6167318;17.812186
ŽMINJ;45.1465912;13.8594503
MIRKOVCI;45.2784805;18.8619194
MIŠULINOVAC;45.9343595;16.9457858
MORAVICE;45.4229923;15.0166214
MOSLAVAÈKA GRAÈENICA;45.5142948;16.6892658
MRACLIN;45.6684242;16.102394
MRZLO POLJE;45.4665051;15.5359107
MURSKO SREDIŠÆE;46.5084686;16.4514503
NADIN;44.069561;15.5004597
NAŠICE;45.4962782;18.1245307
NAŠICE GRAD;45.4874687;18.0929794
NAŠIÈKA BREZNICA;45.5315115;18.1911607
NIZA;45.5428131;18.2345539
NORMANCI;45.5573415;18.3665557
NOVA BUKOVICA;45.6624417;17.7774851
NOVA GRADIŠKA;45.2535198;17.3792069
NOVA KAPELA-BATRINA;45.1904454;17.6512527
NOVAKI;45.2587585;13.9930401
NOVAKOVEC;46.2646713;16.5008202
NOVI DALJ;45.4794083;18.9636192
NOVI DVORI;45.8792808;15.813227
NOVIGRAD PODRAVSKI;46.0850296;16.9598007
NOVI JANKOVCI;45.2448132;18.9036097
NOVI MAROF;46.1771752;16.3384615
NOVOSELCI;45.3239708;17.7848091
NOVOSELEC;45.6491269;16.5302414
NOVO SELO ROK;46.4299889;16.4614906
NOVSKA;45.3271683;16.9782542
NUGLA;45.4127884;14.0285702
ODRA;45.735039;16.009653
OÆESTOVO;44.0764456;16.1235231
OGULIN;45.2655632;15.2320763
OGULINSKI HRELJIN;45.2962449;15.1782179
OKUÈANI;45.2529411;17.2102604
OPATIJA-MATULJI;45.364848;14.3216229
ŠOPOT;44.0283699;15.5866699
OPUZEN;43.019774;17.5640032
ORIOVAC;45.1610184;17.7604103
OROLIK;45.2061996;18.9823704
OROSLAVJE;46.0012976;15.9288471
OSIJEK;45.5527123;18.6836522
OSIJEK DONJI GRAD;45.5527165;18.7188402
OSIJEK DRAVSKI MOST;45.5586815;18.70891
OSIJEK LUKA;45.5366516;18.7728901
OSIJEK OLT;45.5541992;18.7108307
OSTRNA;45.794239;16.2760906
OŠTARIJE;45.2346687;15.30089
OŠTARIJE RAVNICE;45.2349196;15.2945837
OTOK;45.1454887;18.8773193
OZALJ;45.6116693;15.4822631
PAKRAC;45.4473576;17.1954593
PAKRAC GRAD;45.437407;17.1889394
PAPIÆI;45.3079796;16.6395397
PAULOVAC;45.9385078;16.9745987
PAZIN;45.2397865;13.9457334
PEŠÆENICA;45.6145217;16.1770863
PÈELIÆ;45.780015;17.5256549
PEPELANA;45.7394218;17.4961491
PERKOVCI;45.2088814;18.3557491
PERKOVIÈ;43.6754954;16.1177607
PERMANI;45.4116707;14.3077602
PERUŠIÆ;44.6476832;15.3886194
PETROVE GORE;45.5553017;18.6583691
ŠPIŠIÆ BUKOVICA;45.8458251;17.2987294
ŠPIÈKOVINA;46.0315669;15.9701612
PITOMAÈA;45.9425918;17.2296529
PIVNICA;45.7081199;17.4833413
PLAŠKI;45.0784018;15.3677588
PLANJANE;43.766819;16.1879292
PLASE;45.2845192;14.6335001
PLAVÈA DRAGA;45.0515785;15.4049597
PLAVNO;44.127277;16.1318859
PLETERNICA;45.2869411;17.809769
PLOÈE;43.0480908;17.4315551
PODRAVSKA BISTRICA;45.7425438;17.6089991
PODRUTE;46.1487033;16.2628206
PODSUSED STAJALIŠTE;45.8154774;15.8368588
PODSUSED TVORNICA;45.8146095;15.8615904
POŽEGA;45.337556;17.6832239
POJATNO;45.9092557;15.808197
POLJANA;45.4630985;16.9791909
POLJANKA;45.9745308;16.5446861
POPOVAÈA;45.5591023;16.6239113
POZNANOVEC;46.0497824;16.0300553
PREÈEC STAJALIŠTE;45.7595704;16.3506457
PRESLO;43.6297493;16.2184105
PRGOMET;43.6108208;16.2311001
PRIMORSKI DOLAC;43.6366196;16.1632996
PRIMORSKO VRPOLJE;43.6783485;15.9868097
PRIVLAKA;45.1980515;18.8538704
PRKOS;44.0873108;15.4239302
PROSINEC;45.9729881;15.7161598
PULA;44.8796875;13.8474
RADUÈIÆ;44.0225906;16.0693493
RAŽINE;43.7054596;15.9278603
RAJIÆ;45.2959404;17.1082897
RASINJA;46.2062416;16.7254105
RAŠTEVIÆ;44.0530205;15.5501099
RATKOVICA;45.2306709;17.7366009
REMETINEC;45.7665008;15.9459359
REPINEC;45.9494696;16.5050443
REPUŠNICA;45.4894031;16.7292002
RIJEKA;45.330101;14.4359598
RIPIŠTE;43.6696014;16.0566807
ŽRNOVAC;45.4500008;14.94238
ROÈ;45.4002506;14.0379823
ROGOTIN;43.0445786;17.4830704
ROÈKO POLJE;45.3741302;14.0844097
ROKOVCI;45.2421494;18.7374306
ROVIŠÆE;45.9320974;16.7184452
RUDOPOLJE;44.8668289;15.4932404
RUKAVAC;45.3695488;14.3083296
SADINE;43.5632515;16.3032303
SAMATOVCI;45.5910912;18.5060997
SARVAŠ;45.5209808;18.8395996
SAVSKI MAROF;45.8718341;15.7404931
SEDRAMIÆ;43.7953987;16.1636391
SEMELJCI;45.3924484;18.5071793
SESVETE;45.8248078;16.1100383
SESVETSKI KRALJEVEC;45.8106099;16.169103
SIBINJ;45.1812828;17.9042543
SIKIREVCI;45.1270714;18.4312
SIRAÈ;45.5303967;17.2410569
SIROVA KATALENA;45.9594656;17.0685534
SISAK;45.4918099;16.3728851
SISAK CAPRAG;45.458194;16.3908322
SIVERIÆ;43.8638078;16.1818864
SKRAD;45.4247069;14.9035181
SLADOJEVCI;45.7268481;17.6389975
SLAKOVCI;45.2141418;18.9549904
SLATINA;45.7051731;17.7067475
SLAVONSKI ŠAMAC;45.0746613;18.4778404
SLAVONSKI BROD;45.1636261;18.0114501
SLOBODNICA;45.1766701;17.9339504
SMOLJANCI;45.0921516;13.8490801
SOKOLOVAC;46.1012115;16.7167206
SOLIN;43.5372021;16.470666
SPAÈVA;45.041111;18.9093704
SPLIT;43.5050179;16.4429954
SPLIT PREDGRAÐE;43.522019;16.4535084
SREMSKE LAZE;45.2269287;18.9332809
STABLINA;43.0475502;17.4556408
STANDARD;45.5453606;18.7473907
STARA SUBOCKA;45.3641701;16.91646
STARE PLAVNICE;45.8994848;16.8098256
STARI MIKANOVCI;45.2667999;18.5459709
STARO PETROVO SELO;45.2218018;17.5325603
STARO TOPOLJE;45.1831818;18.2540894
STAZA;45.3286018;16.6086807
STRIZIVOJNA VRPOLJE;45.2265462;18.4144592
STUBIÈKE TOPLICE;45.9747894;15.9415071
STUPNO;45.5023994;16.3371391
SUHOPOLJE;45.7939775;17.4869477
SUKOŠAN;44.056839;15.3186398
SULKOVCI;45.25914;17.7810802
SUNJA;45.3563387;16.5504467
SUTLA;45.8862286;15.6948847
SVETI ILIJA;46.2443399;16.3364369
SVETI PETAR U ŠUMI;45.1848158;13.8673117
SV. IVAN ŽABNO;45.945124;16.6209728
SV. KRIŽ ZAÈRETJE;46.0769605;15.903467
TEPLJUH;43.8936996;16.2153702
TOUNJ;45.2505188;15.3250799
TOVARNIK;45.1553709;19.1485269
TRENKOVO;45.4010391;17.6676903
TRNAVA;45.8184875;16.0496425
ŠTRUCLJEVO;46.0569115;15.9167995
TURÈIN;46.2543031;16.3590453
TUROPOLJE;45.6478283;16.1314292
ÈUKOVEC;46.2363892;16.6701908
ÈULINEC;45.8207366;16.0633619
ÐULOVAC;45.664669;17.4364605
UNEŠIÆ;43.7417183;16.1861992
ŠUŠNJEVO SELO;45.2105904;15.2878704
ŽUPANJA;45.0817655;18.6962201
ÐURÐENOVAC;45.5374352;18.0372682
ÐURÐEVAC;46.0267617;17.0660067
ÐURMANEC;46.194149;15.8476295
ŽUTNICA;46.1829185;15.8580198
VARAŽDIN;46.3057295;16.346781
VELIKA;45.4389204;17.6657875
VELIKA GORICA;45.7084457;16.0467017
VELIKA VES;46.1153793;15.8924198
VELIKO TRGOVIŠÆE;45.994559;15.8469247
VELIKO TROJSTVO;45.9322245;16.9251715
VELIMIROVAC;45.5137291;18.0986004
VIDOVEC;46.2649333;16.2517063
VIŠKOVCI;45.3466415;18.4316502
VINKOVAÈKI BANOVCI;45.1857796;19.0524693
VINKOVAÈKO NOVO SELO;45.2905693;18.7871895
VINKOVCI;45.3002033;18.8029718
VIŠNJEVAC;45.5610085;18.6276798
VIŠNJEVAC IPK;45.5653915;18.6140995
VIŠNJICA;45.2566299;16.8853302
VIRJE;46.0691299;17.0090694
VIROVITICA;45.825119;17.3985985
VIROVITICA GRAD;45.8268072;17.3860216
VLADISLAVCI;45.4755783;18.5639
VODNJAN;44.9668172;13.8562221
VODNJAN STAJALIŠTE;44.9608148;13.8558768
VODOVOD;45.5524292;18.6733608
VOÐINCI;45.2698784;18.6200409
VOJAKOVAÈKI KLOŠTAR;46.0491409;16.6253395
VOJNOVAC;45.1502991;15.3389196
VOLINJA;45.2020302;16.4909496
VOLODER;45.5377499;16.6578876
VRAPÈE;45.8122713;15.8968631
VRATA;45.3187714;14.7377596
VRATIŠINEC;46.4733696;16.4585209
VRBANJA;44.9824791;18.8901997
VRBOVA;45.2092896;17.5900002
VRBOVEC;45.8735395;16.4098517
VRBOVSKO;45.3725509;15.0718214
VRHOVINE;44.8490637;15.4277125
VUJASINOVIÆI;44.0230217;16.0011101
VUKOSAVLJEVICA;45.874779;17.2538366
VUKOVAR;45.3631401;18.9923
VUKOVJE;45.6199684;17.2772408
ZABOK;46.0240773;15.9020226
ZADAR;44.1061609;15.2423157
ZADUBRAVLJE;45.1688194;18.1604099
ZAGREB GL. KOL.;45.8044309;15.9788595
ZAGREB KLARA;45.755717;15.981500
ZAGREB ZAP. KOL.;45.809142;15.9537489
ZALESINA;45.3983803;14.8628302
ZALUKA;45.6249008;15.4683199
ZAPOLJE;45.2352295;17.4694309
ZAPREŠIÆ;45.8445207;15.8130508
ZARILAC;45.3343506;17.8815098
ZBELAVA;46.2818794;16.4032402
ZDENCI-ORAHOVICA;45.5686545;17.9291806
ZDENÈINA;45.6835775;15.7495697
ZLATAR-BISTRICA;46.0440411;16.081944
ZLOBIN;45.2881508;14.6570597
ZOLJAN;45.4567604;18.0569305
ZORKOVAC;45.5915184;15.5349903
ZRMANJA;44.2437504;16.0689504
ZVEÈAJ;45.3957917;15.4310813
ZAPREŠIÆ-SAVSKA;45.854949;15.794777
